id,parent_id,elapsed_ns,span_name,file_name,call_depth,metadata
13514372294901761,114841790497947650,86201,find_channel_events,trace-to-events/src/processing.rs,3,{}
114841790497947650,114841790497947649,95762,process,trace-to-events/src/processing.rs,2,{}
114843164887482370,114843164887482369,114451,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"17"; "sample_time":"1"}
92326816018071554,92326816018071553,106111,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"28"; "sample_time":"1"}
56296919487479810,56296919487479809,113411,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"15"; "sample_time":"1"}
92326816018071553,114841790497947650,117202,find_channel_events,trace-to-events/src/processing.rs,3,{}
114843164887482369,114841790497947650,132491,find_channel_events,trace-to-events/src/processing.rs,3,{}
56296919487479809,114841790497947650,122261,find_channel_events,trace-to-events/src/processing.rs,3,{}
114841790497947650,114841790497947649,129462,process,trace-to-events/src/processing.rs,2,{}
114841790497947650,114841790497947649,131552,process,trace-to-events/src/processing.rs,2,{}
114841790497947650,114841790497947649,142152,process,trace-to-events/src/processing.rs,2,{}
114841790497947650,114841790497947649,203153,process,trace-to-events/src/processing.rs,2,{}
114841790497947649,0,427913,Trace Source Message,trace-to-events/src/main.rs,1,{}
117094964701167618,117094964701167617,92151,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"59"; "sample_time":"1"}
94578615831756802,94578615831756801,112492,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"1"; "sample_time":"1"}
110340664771739650,110340664771739649,81890,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"7"; "sample_time":"1"}
74312142630682626,74312142630682625,124741,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"3"; "sample_time":"1"}
74312142630682625,117093590311632898,135072,find_channel_events,trace-to-events/src/processing.rs,3,{}
117094964701167617,117093590311632898,160131,find_channel_events,trace-to-events/src/processing.rs,3,{}
117093590311632898,117093590311632897,97940,process,trace-to-events/src/processing.rs,2,{}
105836240510648322,105836240510648321,124751,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"14"; "sample_time":"1"}
117093590311632898,117093590311632897,100511,process,trace-to-events/src/processing.rs,2,{}
110340664771739649,117093590311632898,114840,find_channel_events,trace-to-events/src/processing.rs,3,{}
105836240510648321,117093590311632898,134781,find_channel_events,trace-to-events/src/processing.rs,3,{}
117093590311632898,117093590311632897,105591,process,trace-to-events/src/processing.rs,2,{}
15766172108587010,15766172108587009,99821,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"26"; "sample_time":"1"}
117093590311632898,117093590311632897,109890,process,trace-to-events/src/processing.rs,2,{}
58548719301165058,58548719301165057,112150,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"55"; "sample_time":"1"}
15766172108587009,117093590311632898,110602,find_channel_events,trace-to-events/src/processing.rs,3,{}
58548719301165057,117093590311632898,122441,find_channel_events,trace-to-events/src/processing.rs,3,{}
33778096716906498,33778096716906497,112591,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"10"; "sample_time":"1"}
117093590311632898,117093590311632897,120472,process,trace-to-events/src/processing.rs,2,{}
33778096716906497,117093590311632898,124242,find_channel_events,trace-to-events/src/processing.rs,3,{}
117093590311632898,117093590311632897,125361,process,trace-to-events/src/processing.rs,2,{}
117093590311632898,117093590311632897,128581,process,trace-to-events/src/processing.rs,2,{}
94578615831756801,117093590311632898,200322,find_channel_events,trace-to-events/src/processing.rs,3,{}
117093590311632898,117093590311632897,149921,process,trace-to-events/src/processing.rs,2,{}
117093590311632898,117093590311632897,256022,process,trace-to-events/src/processing.rs,2,{}
117093590311632897,0,458655,Trace Source Message,trace-to-events/src/main.rs,1,{}
119346764514852866,119346764514852865,92070,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"28"; "sample_time":"1"}
74310218485334018,74310218485334017,116491,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"40"; "sample_time":"1"}
96830415645442050,96830415645442049,102612,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"15"; "sample_time":"1"}
65305493131755522,65305493131755521,71082,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"31"; "sample_time":"1"}
108088040324333570,108088040324333569,111201,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"40"; "sample_time":"1"}
